"TS1 B_SP,1,.tif"	 
0	0
0	0
0	0
0	0
0	0
0	0
122	0.9562
8	1
21	1
97	0.9384
133	0.9456
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
156	0.9387
6	1
0	0
0	0
0	0
16	0.9269
0	0
0	0
156	0.9737
131	0.9579
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
121	0.937
131	1
78	0.9693
92	1
136	0.9944
60	0.9757
106	0.9799
79	0.9818
59	0.9202
53	0.9745
71	1
102	0.9867
0	0
0	0
0	0
160	0.9485
0	0
34	0.77
0	0
0	0
0	0
0	0
140	0.9573
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
162	0.9267
138	0.9544
113	0.9398
0	0
56	1
0	0
0	0
22	0.9223
154	0.9977
0	0
165	0.9679
0	0
0	0
7	1
108	0.98
0	0
0	0
0	0
0	0
0	0
7	1
57	0.9433
129	0.9705
0	0
0	0
108	0.9378
0	0
0	0
0	0
0	0
0	0
131	0.9468
6	1
19	1
137	1
0	0
0	0
0	0
0	0
138	0.9436
128	0.947
0	0
146	0.9716
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0.8727
131	0.9314
0	0
135	0.9871
0	0
0	0
0	0
0	0
88	0.9543
56	1
0	0
0	0
0	0
34	1
79	1
16	1
0	0
0	0
129	0.9821
0	0
0	0
103	0.9521
34	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
130	0.978
141	0.9641
0	0
0	0
0	0
0	0
0	0
0	0
66	0.9718
0	0
0	0
0	0
171	0.9445
0	0
0	0
0	0
66	0.9494
0	0
0	0
0	0
89	0.9651
80	0.9792
0	0
0	0
0	0
148	0.9849
0	0
0	0
0	0
102	0.9256
0	0
5	1
30	1
0	0
73	0.9779
0	0
0	0
102	0.9554
0	0
0	0
0	0
0	0
0	0
0	0
120	0.9687
62	1
0	0
0	0
142	0.9709
0	0
0	0
0	0
10	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	1
0	0
0	0
0	0
0	0
0	0
110	0.9552
132	0.954
17	1
0	0
0	0
134	0.9162
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	0.9559
127	0.9286
6	1
45	0.9984
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
59	0.9764
8	1
0	0
0	0
141	0.9641
0	0
105	0.9835
0	0
150	0.9871
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	1
0	0
70	0.9906
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
120	0.9807
0	0
0	0
133	0.9725
0	0
0	0
92	0.9642
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
106	0.9929
0	0
0	0
5	1
0	0
190	0.9667
0	0
0	0
0	0
0	0
0	0
126	0.9479
118	0.9137
112	0.9315
55	0.9675
0	0
0	0
0	0
0	0
120	0.9687
0	0
0	0
0	0
27	0.9674
0	0
0	0
74	0.9695
135	0.9871
0	0
101	0.9904
0	0
0	0
17	1
131	0.9207
0	0
0	0
5	1
0	0
99	0.9273
0	0
104	0.9742
0	0
0	0
0	0
100	0.9194
5	1
113	0.9517
0	0
129	0.9433
0	0
0	0
0	0
0	0
0	0
164	0.9381
96	0.9729
0	0
0	0
200	0.962
0	0
0	0
0	0
0	0
0	0
7	1
0	0
17	1
41	0.9285
0	0
0	0
0	0
0	0
0	0
72	0.98
0	0
0	0
115	0.9013
173	0.9555
175	0.9765
0	0
164	0.962
134	0.9527
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
142	0.9345
0	0
0	0
89	0.979
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
153	0.9654
5	1
113	0.9812
0	0
0	0
0	0
0	0
0	0
0	0
0	0
156	0.9248
0	0
0	0
0	0
0	0
0	0
123	0.9929
0	0
26	1
0	0
163	0.9562
115	0.9685
156	0.9151
15	1
0	0
96	0.9729
0	0
0	0
0	0
165	0.9438
0	0
0	0
0	0
121	0.9484
110	0.9675
132	0.9385
0	0
0	0
0	0
0	0
0	0
0	0
7	1
0	0
0	0
0	0
0	0
0	0
98	0.9932
0	0
5	1
107	0.971
0	0
125	0.9517
128	0.963
7	1
43	1
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
172	0.9271
128	0.947
0	0
0	0
109	0.9465
140	0.9954
0	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
9	1
140	0.9573
0	0
133	0.9348
0	0
102	0.9682
111	0.9348
0	0
108	0.9674
131	0.8394
0	0
0	0
0	0
0	0
0	0
6	1
0	0
156	0.9488
99	0.9273
0	0
0	0
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
36	1
65	0.9732
13	1
130	0.9506
84	1
132	0.9652
64	0.9982
0	0
0	0
0	0
96	0.9413
0	0
5	0.8727
0	0
124	0.9067
0	0
0	0
5	1
0	0
0	0
142	0.982
130	0.9897
111	1
0	0
0	0
106	0.9619
0	0
0	0
0	0
0	0
187	0.9422
6	1
40	1
0	0
0	0
0	0
0	0
94	0.9526
0	0
115	0.9685
0	0
0	0
9	1
123	0.9364
6	1
128	0.9516
162	0.9852
0	0
0	0
0	0
62	1
92	0.89
139	0.9504
101	0.9461
51	1
123	0.964
92	0.9196
57	1
0	0
0	0
0	0
0	0
185	0.9972
120	0.9687
0	0
0	0
0	0
0	0
92	1
0	0
0	0
141	0.9641
0	0
5	1
128	0.9359
8	1
0	0
120	0.9687
129	0.9821
0	0
0	0
0	0
0	0
0	0
105	0.9528
5	1
104	0.9742
126	0.9593
0	0
0	0
6	1
0	0
0	0
0	0
5	0.8727
77	0.9717
121	0.9767
0	0
0	0
138	0.9183
0	0
0	0
66	0.9718
0	0
0	0
0	0
0	0
0	0
0	0
0	0
42	1
0	0
145	0.9394
0	0
161	0.9444
110	0.9982
12	1
144	0.9846
9	1
115	0.9565
116	0.9648
0	0
11	1
0	0
0	0
0	0
0	0
133	0.9725
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
139	0.9504
133	0.9725
5	1
139	0.9504
101	0.9904
0	0
0	0
0	0
127	0.9669
0	0
0	0
0	0
0	0
0	0
75	0.9826
5	1
0	0
0	0
0	0
125	0.9404
208	0.9562
118	0.9938
6	1
0	0
0	0
0	0
0	0
0	0
150	0.9362
0	0
0	0
0	0
7	1
6	1
92	0.9976
102	0.9256
99	0.9707
162	0.9748
150	0.9362
163	1
0	0
0	0
5	1
134	0.9798
0	0
0	0
0	0
0	0
6	1
111	0.9639
170	0.9972
144	0.9846
0	0
6	1
0	0
111	0.9348
125	0.9679
0	0
0	0
0	0
0	0
0	0
0	0
0	0
143	0.9516
141	0.9641
28	1
0	0
0	0
0	0
118	0.9643
0	0
0	0
56	1
70	0.9747
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	1
0	0
0	0
161	0.921
96	1
127	0.9286
135	0.9488
0	0
101	0.6573
0	0
52	1
0	0
0	0
131	0.9579
153	0.9207
5	1
0	0
0	0
154	0.9366
0	0
146	0.9716
0	0
0	0
0	0
15	1
0	0
147	0.9674
0	0
0	0
0	0
0	0
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
175	0.9666
0	0
55	0.9928
130	0.9506
0	0
0	0
5	1
156	0.9843
0	0
92	0.9642
0	0
81	1
63	0.9277
162	0.9503
159	0.967
106	0.9619
100	0.9367
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	1
0	0
169	0.9667
0	0
0	0
0	0
0	0
0	0
152	0.974
0	0
0	0
71	1
124	0.9329
145	0.9649
0	0
0	0
0	0
122	0.9562
70	0.9528
0	0
0	0
91	0.9537
0	0
6	1
0	0
18	1
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
139	0.9769
0	0
0	0
0	0
0	0
0	0
170	0.9725
0	0
0	0
0	0
0	0
160	0.9386
163	0.9324
0	0
0	0
0	0
140	0.9573
0	0
43	1
0	0
84	0.924
5	1
0	0
0	0
183	0.9311
119	0.9606
0	0
0	0
0	0
0	0
164	0.962
192	0.9542
0	0
0	0
0	0
0	0
0	0
156	0.9151
66	0.9882
157	0.9694
0	0
124	0.9329
0	0
6	1
156	0.9387
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
197	0.9476
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
163	0.9324
0	0
0	0
160	0.9386
122	0.9848
0	0
0	0
175	0.9765
0	0
129	0.9705
139	0.9882
8	1
121	0.9889
145	0.9649
124	0.9719
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
152	0.974
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
113	0.9939
0	0
0	0
0	0
0	0
0	0
140	0.984
119	0.9327
0	0
0	0
0	0
0	0
0	0
114	0.9482
0	0
127	0.9669
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
169	0.9334
0	0
0	0
0	0
123	0.9929
0	0
6	1
161	0.921
0	0
0	0
0	0
28	1
0	0
163	0.9324
153	0.9912
0	0
7	1
0	0
159	0.9568
177	0.9541
159	0.967
157	0.9906
8	0.9144
0	0
180	0.9702
0	0
0	0
0	0
172	0.9839
0	0
0	0
0	0
0	0
0	0
0	0
168	0.961
96	0.9287
0	0
151	0.9676
209	0.9519
0	0
155	0.9932
162	0.9852
135	0.9871
0	0
146	0.9716
124	0.9329
174	0.9611
152	0.9848
178	0.9273
0	0
94	0.9851
5	1
138	0.9287
6	1
157	0.9799
6	1
7	1
0	0
5	1
167	0.9224
153	0.9654
168	0.971
0	0
0	0
6	0.9163
0	0
5	0.8727
150	0.9362
134	0.9798
137	0.9117
"TS2 B_SP,3,.tif"	
65	0.9199
0	0
0	0
0	0
0	0
5	0.8727
0	0
171	0.9445
104	1
123	0.9525
0	0
196	0.9215
155	0.9674
207	0.9428
113	0.9517
0	0
175	0.9433
0	0
143	0.9516
68	0.9623
0	0
0	0
146	0.9015
134	0.9914
155	0.9092
87	0.9911
181	0.9524
114	0.9601
0	0
153	0.9804
0	0
0	0
124	0.9602
105	0.9835
0	0
0	0
39	1
0	0
169	0.9334
0	0
0	0
0	0
0	0
28	1
42	1
74	1
77	0.9569
159	0.9568
78	0.9693
61	0.9919
0	0
0	0
126	0.9106
118	0.9248
94	0.9851
137	0.9367
0	0
0	0
11	1
0	0
120	0.9568
0	0
0	0
11	0.9762
0	0
0	0
0	0
94	0.9851
109	0.9891
152	0.9591
80	1
50	0.962
0	0
134	0.9527
21	1
0	0
0	0
0	0
81	0.9705
0	0
0	0
0	0
0	0
47	1
117	0.9731
24	1
173	0.9653
0	0
0	0
0	0
180	0.9702
0	0
0	0
0	0
134	0.9527
203	0.9246
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
87	0.9911
179	0.9552
12	1
0	0
0	0
0	0
109	0.9465
110	0.9552
0	0
0	0
101	1
0	0
0	0
0	0
77	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
123	0.964
151	0.9425
48	1
88	0.968
0	0
11	1
0	0
0	0
6	1
0	0
0	0
117	0.9854
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
65	0.935
131	0.9207
116	0.977
95	0.9315
63	0.9996
100	0.9367
0	0
181	0.9659
0	0
0	0
123	0.9929
156	0.9488
70	0.9528
0	0
0	0
0	0
0	0
33	1
0	0
0	0
33	0.998
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	1
0	0
0	0
0	0
0	0
67	1
88	0.968
0	0
172	0.9738
0	0
127	0.9954
160	0.9628
30	1
50	1
56	0.9503
151	1
139	0.9769
172	0.95
0	0
0	0
116	0.9092
159	0.9327
193	0.9592
0	0
0	0
70	0.9906
57	0.9847
97	1
0	0
152	0.9848
124	0.9602
37	1
143	0.9623
119	0.9606
0	0
0	0
87	0.9911
107	0.971
124	0.9329
134	0.9684
0	0
152	0.9487
0	0
125	0.9797
100	0.9805
0	0
74	0.9545
89	0.979
82	0.9341
106	0.9929
0	0
0	0
172	0.8751
0	0
118	0.9643
0	0
66	0.9494
0	0
93	0.9747
0	0
0	0
108	0.9984
132	0.954
0	0
0	0
0	0
0	0
0	0
0	0
0	0
81	1
0	0
0	0
0	0
0	0
130	0.9897
97	0.9696
66	1
56	0.9925
97	0.9511
0	0
0	0
114	0.9316
119	1
0	0
0	0
102	0.9554
0	0
0	0
0	0
0	0
0	0
136	0.9559
91	0.9868
0	0
76	0.9803
94	0.9526
0	0
89	0.9327
212	0.9745
0	0
0	0
87	0.9911
0	0
9	1
0	0
0	0
20	1
29	1
116	1
74	0.9196
0	0
0	0
0	0
104	0.9742
21	1
0	0
81	0.9914
17	1
0	0
0	0
0	0
0	0
0	0
84	0.9916
0	0
71	0.9302
0	0
0	0
0	0
109	0.9763
0	0
0	0
0	0
106	0.9495
0	0
0	0
63	0.9996
125	0.9404
0	0
0	0
120	0.9807
0	0
48	0.9674
84	0.971
0	0
0	0
0	0
0	0
0	0
0	0
49	0.9875
0	0
0	0
0	0
0	0
91	0.9222
0	0
132	0.9026
0	0
0	0
112	0.9725
87	0.957
0	0
20	0.9942
0	0
0	0
0	0
0	0
0	0
0	0
0	0
84	0.971
0	0
0	0
0	0
39	0.9996
154	0.9612
0	0
0	0
0	0
0	0
53	0.9567
0	0
0	0
0	0
60	0.9929
0	0
0	0
0	0
53	1
167	0.9796
0	0
95	0.9956
40	0.9526
119	0.9606
0	0
77	0.9569
0	0
0	0
0	0
0	0
105	0.9835
51	1
60	1
141	0.9641
0	0
0	0
0	0
0	0
0	0
122	0.9848
36	0.9736
79	0.967
0	0
0	0
92	0.9976
0	0
0	0
0	0
0	0
77	0.9932
159	0.9924
0	0
0	0
0	0
0	0
0	0
0	0
0	0
65	0.9967
57	1
172	0.9839
118	0.9525
191	0.9492
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
155	0.9674
0	0
100	0.9367
0	0
0	0
0	0
0	0
0	0
0	0
110	0.9552
0	0
85	1
0	0
162	0.9503
144	0.9476
156	0.9632
136	0.9299
6	1
0	0
97	0.983
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	1
0	0
0	0
0	0
0	0
0	0
0	0
123	0.9364
0	0
23	1
113	0.9517
98	0.948
83	0.9945
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
154	0.9868
84	0.9569
0	0
0	0
7	1
0	0
0	0
0	0
118	0.9525
92	0.9642
0	0
0	0
0	0
0	0
0	0
0	0
0	0
114	0.9899
5	1
158	0.9507
59	1
0	0
23	1
161	0.9444
116	0.948
0	0
31	0.9602
12	1
172	0.95
0	0
0	0
0	0
158	0.9609
51	1
0	0
0	0
0	0
0	0
90	0.9432
0	0
0	0
0	0
0	0
0	0
67	0.9866
0	0
0	0
0	0
137	0.974
126	0.9875
41	1
0	0
94	0.9851
0	0
72	0.98
0	0
70	0.9906
42	1
0	0
111	0.9639
35	1
0	0
0	0
0	0
76	0.9803
128	0.963
0	0
0	0
0	0
0	0
0	0
0	0
129	1
7	1
0	0
0	0
6	1
0	0
0	0
0	0
0	0
180	0.9702
188	0.9565
0	0
34	1
0	0
0	0
0	0
0	0
0	0
0	0
12	1
64	0.9982
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	1
138	0.9436
123	0.9929
0	0
0	0
0	0
0	0
0	0
95	0.9496
0	0
0	0
0	0
10	1
112	0.9315
147	0.942
59	1
0	0
0	0
0	0
0	0
0	0
31	0.9602
0	0
150	0.9612
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
56	1
0	0
37	1
146	0.9716
0	0
0	0
17	0.9849
28	1
116	0.9648
0	0
0	0
0	0
0	0
8	1
70	0.9906
53	1
0	0
141	0.9641
0	0
0	0
0	0
0	0
0	0
154	0.9267
0	0
0	0
119	0.9606
0	0
0	0
0	0
100	0.9674
0	0
0	0
0	0
0	0
0	0
0	0
0	0
98	1
0	0
0	0
118	0.9938
0	0
51	0.9813
101	0.9336
169	0.9914
87	0.9709
0	0
0	0
0	0
149	0.9548
0	0
84	0.924
0	0
106	1
0	0
0	0
0	0
177	0.9776
150	0.9718
0	0
0	0
164	0.962
0	0
0	0
0	0
87	1
122	0.9562
0	0
0	0
0	0
0	0
0	0
137	0.9474
82	1
51	0.9813
143	0.9778
126	0.9322
110	0.9982
67	1
71	0.9511
57	0.9672
91	0.9868
0	0
32	0.9912
0	0
7	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	1
0	0
177	0.9776
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
117	0.9854
120	0.9807
94	0.9991
10	1
133	0.9725
0	0
173	0.9555
203	0.9544
0	0
167	0.9653
0	0
0	0
0	0
0	0
0	0
0	0
57	0.9847
0	0
0	0
153	0.955
0	0
75	0.9674
0	0
0	0
0	0
0	0
0	0
16	1
0	0
0	0
0	0
52	0.9818
126	0.9479
184	0.9681
23	1
0	0
0	0
69	0.9765
0	0
0	0
0	0
148	0.9849
84	0.9916
0	0
0	0
0	0
5	0.6411
0	0
58	1
0	0
0	0
48	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
150	0.9362
131	0.9579
0	0
53	0.9745
115	0.9986
119	0.9327
151	0.9425
0	0
0	0
0	0
86	0.9797
97	0.9967
0	0
0	0
119	0.9725
137	0.974
0	0
0	0
0	0
0	0
0	0
0	0
9	1
0	0
58	1
0	0
0	0
0	0
0	0
0	0
40	1
137	0.9629
0	0
0	0
0	0
0	0
6	0.9163
121	0.9484
101	0.9461
9	1
77	0.9717
104	0.9742
0	0
0	0
0	0
0	0
0	0
129	0.9821
0	0
6	0.9163
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
78	1
0	0
0	0
0	0
0	0
0	0
98	0.948
0	0
0	0
115	0.9685
152	0.9244
6	1
119	0.9327
0	0
170	0.9625
134	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
120	0.9405
0	0
0	0
0	0
0	0
0	0
0	0
121	0.9212
0	0
0	0
0	0
0	0
5	1
6	0.8085
73	0.9936
0	0
0	0
104	0.9031
151	0.9783
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
113	0.9939
0	0
113	0.9121
0	0
89	1
0	0
0	0
162	0.9603
39	0.9996
12	1
0	0
0	0
36	0.9736
133	0.9725
0	0
0	0
0	0
115	0.9283
70	0.9171
0	0
53	1
0	0
0	0
0	0
37	1
0	0
0	0
223	0.9631
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	1
49	0.9686
0	0
64	1
70	0.9378
0	0
0	0
0	0
0	0
0	0
0	0
99	1
67	0.9638
145	0.9394
98	0.9609
0	0
106	0.9745
177	0.9776
181	0.9209
11	1
0	0
0	0
0	0
0	0
38	0.974
0	0
0	0
88	0.9543
94	0.9991
0	0
0	0
0	0
0	0
0	0
149	0.9915
144	0.9476
0	0
147	0.9782
162	0.9603
45	1
0	0
49	0.9875
124	0.9719
141	0.991
112	0.9433
101	0.964
134	0.9798
115	0.9283
5	0.8727
162	0.9503
0	0
5	1
19	1
0	0
0	0
183	0.9534
119	0.9725
41	0.9974
0	0
200	0.962
166	0.9738
0	0
0	0
44	1
82	0.9341
0	0
54	1
0	0
0	0
0	0
0	0
101	0.9461
60	1
0	0
99	0.9397
44	1
114	0.9601
7	1
99	0.9896
94	0.9526
110	0.9982
0	0
0	0
0	0
0	0
0	0
123	0.964
0	0
0	0
74	1
0	0
0	0
0	0
39	0.9996
0	0
0	0
0	0
66	0.9718
6	1
82	1
0	0
0	0
142	0.9345
0	0
0	0
0	0
146	0.9608
0	0
176	0.9261
78	0.9017
5	1
77	0.9569
85	1
0	0
0	0
0	0
0	0
128	0.91
198	0.9524
0	0
0	0
0	0
0	0
45	0.9984
0	0
0	0
97	1
0	0
0	0
0	0
0	0
120	0.9405
28	1
0	0
8	1
0	0
0	0
0	0
0	0
91	1
0	0
6	1
115	0.9398
29	1
12	1
0	0
0	0
0	0
0	0
0	0
38	1
75	0.9826
33	1
0	0
54	1
0	0
0	0
79	0.967
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
45	1
15	1
0	0
0	0
0	0
70	1
129	0.9705
6	1
146	0.9983
18	0.9645
0	0
182	0.981
112	0.9433
0	0
0	0
0	0
0	0
178	0.9832
155	0.9427
150	0.9612
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
133	0.9725
94	0.9851
70	1
0	0
72	0.98
157	0.9799
110	0.9853
100	1
104	0.9437
0	0
133	0.9348
161	0.9688
0	0
0	0
95	0.9628
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
111	0.9639
0	0
0	0
111	0.9763
174	0.9709
0	0
0	0
0	0
0	0
0	0
0	0
0	0
81	1
0	0
5	1
149	0.9548
123	0.9253
0	0
186	0.9556
111	0.9942
0	0
149	0.9548
0	0
0	0
0	0
0	0
0	0
0	0
61	1
0	0
0	0
116	1
109	0.9465
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
81	0.9094
0	0
0	0
93	0.9885
169	0.9334
0	0
124	0.9329
0	0
0	0
21	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
140	0.9213
0	0
140	0.9573
0	0
190	0.9667
94	0.9851
113	0.9812
15	1
0	0
104	0.9742
0	0
44	1
110	0.9675
174	0.9611
74	0.9545
0	0
0	0
179	0.9648
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
169	0.9667
0	0
0	0
78	1
103	0.9777
0	0
30	1
53	0.9567
150	0.9612
27	1
0	0
99	0.9577
137	0.9367
0	0
145	0.9394
0	0
57	0.9672
147	0.9524
146	0.9459
119	0.9606
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
152	0.9487
0	0
0	0
0	0
0	0
148	0.974
141	0.9641
76	0.9957
31	1
12	1
0	0
97	0.9511
92	0.9976
127	0.9554
0	0
124	1
56	1
0	0
136	0.9669
159	0.9924
0	0
149	0.9915
0	0
43	1
0	0
0	0
0	0
0	0
0	0
0	0
162	0.9748
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
146	0.9459
136	0.9669
0	0
0	0
94	0.9526
0	0
0	0
0	0
0	0
0	0
179	0.9648
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
126	0.9479
0	0
0	0
0	0
56	0.9674
0	0
127	0.9669
0	0
0	0
0	0
0	0
0	0
0	0
103	0.9648
152	0.9848
109	0.9763
0	0
194	0.9332
158	0.9507
0	0
0	0
0	0
0	0
0	0
174	0.9379
0	0
0	0
172	0.95
30	1
0	0
0	0
0	0
166	0.9398
177	0.9221
0	0
0	0
89	0.979
17	1
118	0.9525
29	1
0	0
0	0
80	0.9942
52	1
28	1
114	0.9316
151	0.9086
96	0.9596
0	0
0	0
166	0.9496
0	0
102	1
8	1
0	0
0	0
0	0
0	0
0	0
0	0
150	0.9612
126	0.9593
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	1
124	0.9329
139	0.9504
166	0.9738
0	0
0	0
161	1
125	0.9797
0	0
129	0.9821
48	0.9674
55	0.9502
101	0.9461
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
57	1
0	0
0	0
0	0
0	0
0	0
91	0.9097
95	1
8	1
73	0.9936
69	0.9765
0	0
0	0
0	0
0	0
165	0.9781
0	0
0	0
0	0
0	0
0	0
198	0.9524
0	0
178	0.9594
113	0.9812
97	0.983
0	0
102	0.9554
104	0.9614
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	0.963
129	0.9323
0	0
111	0.9639
122	0.9562
0	0
0	0
127	0.9669
199	0.9572
0	0
0	0
0	0
207	0.9428
137	0.9629
0	0
0	0
152	0.974
170	0.9826
7	1
183	0.9629
155	0.9932
0	0
0	0
175	1
147	0.9782
114	0.9601
175	0.9433
178	0.9832
0	0
116	0.9648
92	0.9976
0	0
102	0.9867
"TS2 B_SP,4,.tif"	
108	0.9674
73	0.9564
0	0
0	0
67	0.9866
89	0.9651
0	0
103	0.9521
0	0
142	0.982
102	0.9554
154	0.9868
107	0.9891
143	0.9516
126	0.9479
169	0.9334
98	0.9609
121	0.9648
153	0.955
118	0.8877
115	0.9565
0	0
6	1
0	0
5	1
8	1
112	0.9433
157	0.9548
0	0
124	0.9719
119	0.9606
113	0.9812
115	0.9398
118	0.9814
0	0
0	0
5	1
0	0
91	0.9868
0	0
159	0.967
0	0
116	0.948
131	0.9692
135	0.9871
142	0.9709
102	0.9682
108	0.9674
129	0.9705
60	0.9757
0	0
126	0.9875
103	0.9648
101	1
0	0
0	0
0	0
0	0
17	1
0	0
117	0.9854
136	0.9944
0	0
152	0.9487
0	0
0	0
0	0
149	0.9653
121	0.9103
109	1
0	0
90	0.9566
0	0
0	0
36	1
10	1
0	0
0	0
93	1
0	0
16	1
0	0
137	0.9117
0	0
0	0
136	0.9405
75	0.9674
0	0
0	0
0	0
129	0.9821
0	0
0	0
0	0
97	0.9384
142	0.9709
0	0
0	0
0	0
144	0.9582
0	0
95	0.9956
99	0.8868
0	0
108	0.98
0	0
0	0
46	0.9918
0	0
0	0
95	0.9628
94	0.9851
0	0
0	0
0	0
82	1
114	1
0	0
88	0.9543
119	1
0	0
0	0
117	0.9854
88	1
0	0
0	0
5	1
139	0.9504
128	0.963
0	0
130	0.9506
136	0.9299
0	0
0	0
154	0.9267
0	0
115	0.9516
110	0.9982
0	0
0	0
0	0
0	0
0	0
0	0
37	1
0	0
0	0
0	0
5	1
0	0
0	0
172	0.9598
135	0.9488
0	0
19	1
0	0
0	0
129	0.9989
13	1
140	0.9682
115	0.9685
65	0.9732
72	0.8948
0	0
0	0
0	0
111	0.9639
127	0.9554
148	0.9588
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
